_id,_score,admin1,confirmed_numIncrease,date
USA_Colorado_None2020-02-17,8.454084,Colorado,0,2020-02-17
USA_Colorado_None2020-02-18,8.454084,Colorado,0,2020-02-18
USA_Colorado_None2020-02-22,8.454084,Colorado,0,2020-02-22
USA_Colorado_None2020-02-29,8.454084,Colorado,0,2020-02-29
USA_Colorado_None2020-03-01,8.454084,Colorado,0,2020-03-01
USA_Colorado_None2020-03-04,8.454084,Colorado,0,2020-03-04
USA_Colorado_None2020-03-06,8.454084,Colorado,6,2020-03-06
USA_Colorado_None2020-03-07,8.454084,Colorado,0,2020-03-07
USA_Colorado_None2020-03-16,8.454084,Colorado,25,2020-03-16
USA_Colorado_None2020-03-18,8.454084,Colorado,33,2020-03-18
USA_Colorado_None2020-03-28,8.454084,Colorado,323,2020-03-28
USA_Colorado_None2020-03-30,8.454084,Colorado,319,2020-03-30
USA_Colorado_None2020-04-02,8.454084,Colorado,386,2020-04-02
USA_Colorado_None2020-04-03,8.454084,Colorado,445,2020-04-03
USA_Colorado_None2020-04-09,8.454084,Colorado,547,2020-04-09
USA_Colorado_None2020-04-11,8.454084,Colorado,380,2020-04-11
USA_Colorado_None2020-04-12,8.454084,Colorado,414,2020-04-12
USA_Colorado_None2020-04-20,8.454084,Colorado,382,2020-04-20
USA_Colorado_None2020-04-24,8.454084,Colorado,978,2020-04-24
USA_Colorado_None2020-04-30,8.454084,Colorado,526,2020-04-30
USA_Colorado_None2020-05-02,8.454084,Colorado,432,2020-05-02
USA_Colorado_None2020-05-04,8.454084,Colorado,283,2020-05-04
USA_Colorado_None2020-05-06,8.454084,Colorado,465,2020-05-06
USA_Colorado_None2020-05-09,8.454084,Colorado,548,2020-05-09
USA_Colorado_None2020-05-14,8.454084,Colorado,363,2020-05-14
USA_Colorado_None2020-05-15,8.454084,Colorado,394,2020-05-15
USA_Colorado_None2020-05-18,8.454084,Colorado,264,2020-05-18
USA_Colorado_None2020-05-27,8.454084,Colorado,202,2020-05-27
USA_Colorado_None2020-06-03,8.454084,Colorado,272,2020-06-03
USA_Colorado_None2020-06-04,8.454084,Colorado,300,2020-06-04
USA_Colorado_None2020-06-08,8.454084,Colorado,182,2020-06-08
USA_Colorado_None2020-06-13,8.454084,Colorado,195,2020-06-13
USA_Colorado_None2020-06-17,8.454084,Colorado,229,2020-06-17
USA_Colorado_None2020-06-18,8.454084,Colorado,230,2020-06-18
USA_Colorado_None2020-06-22,8.454084,Colorado,166,2020-06-22
USA_Colorado_None2020-06-24,8.454084,Colorado,262,2020-06-24
USA_Colorado_None2020-06-28,8.454084,Colorado,285,2020-06-28
USA_Colorado_None2020-07-03,8.454084,Colorado,260,2020-07-03
USA_Colorado_None2020-07-09,8.454084,Colorado,409,2020-07-09
USA_Colorado_None2020-07-10,8.454084,Colorado,666,2020-07-10
USA_Colorado_None2020-07-12,8.454084,Colorado,322,2020-07-12
USA_Colorado_None2020-07-13,8.454084,Colorado,323,2020-07-13
USA_Colorado_None2020-07-18,8.454084,Colorado,444,2020-07-18
USA_Colorado_None2020-07-20,8.454084,Colorado,424,2020-07-20
USA_Colorado_None2020-07-27,8.454084,Colorado,229,2020-07-27
USA_Colorado_None2020-07-30,8.454084,Colorado,408,2020-07-30
USA_Colorado_None2020-08-06,8.454084,Colorado,448,2020-08-06
USA_Colorado_None2020-08-07,8.454084,Colorado,457,2020-08-07
USA_Colorado_None2020-08-08,8.454084,Colorado,431,2020-08-08
USA_Colorado_None2020-08-23,8.454084,Colorado,260,2020-08-23
USA_Colorado_None2020-08-27,8.454084,Colorado,350,2020-08-27
USA_Colorado_None2020-08-28,8.454084,Colorado,430,2020-08-28
USA_Colorado_None2020-08-30,8.454084,Colorado,183,2020-08-30
USA_Colorado_None2020-09-03,8.454084,Colorado,268,2020-09-03
USA_Colorado_None2020-09-05,8.454084,Colorado,699,2020-09-05
USA_Colorado_None2020-09-06,8.454084,Colorado,285,2020-09-06
USA_Colorado_None2020-09-07,8.454084,Colorado,213,2020-09-07
USA_Colorado_None2020-09-08,8.454084,Colorado,187,2020-09-08
USA_Colorado_None2020-09-09,8.454084,Colorado,240,2020-09-09
USA_Colorado_None2020-09-11,8.454084,Colorado,307,2020-09-11
USA_Colorado_None2020-09-17,8.454084,Colorado,459,2020-09-17
USA_Colorado_None2020-09-24,8.454084,Colorado,548,2020-09-24
USA_Colorado_None2020-09-26,8.454084,Colorado,584,2020-09-26
USA_Colorado_None2020-09-29,8.454084,Colorado,535,2020-09-29
USA_Colorado_None2020-10-01,8.454084,Colorado,682,2020-10-01
USA_Colorado_None2020-10-03,8.454084,Colorado,657,2020-10-03
USA_Colorado_None2020-10-04,8.454084,Colorado,521,2020-10-04
USA_Colorado_None2020-10-09,8.454084,Colorado,834,2020-10-09
USA_Colorado_None2020-10-10,8.454084,Colorado,1023,2020-10-10
USA_Colorado_None2020-10-17,8.454084,Colorado,1139,2020-10-17
USA_Colorado_None2020-10-20,8.454084,Colorado,1208,2020-10-20
USA_Colorado_None2020-10-22,8.454084,Colorado,1373,2020-10-22
USA_Colorado_None2020-10-24,8.454084,Colorado,1828,2020-10-24
USA_Colorado_None2020-10-25,8.454084,Colorado,1689,2020-10-25
USA_Colorado_None2020-10-31,8.454084,Colorado,2924,2020-10-31
USA_Colorado_None2020-11-01,8.454084,Colorado,2560,2020-11-01
USA_Colorado_None2020-11-05,8.454084,Colorado,3369,2020-11-05
USA_Colorado_None2020-11-07,8.454084,Colorado,3498,2020-11-07
USA_Colorado_None2020-11-09,8.454084,Colorado,3553,2020-11-09
USA_Colorado_None2020-11-11,8.454084,Colorado,3975,2020-11-11
USA_Colorado_None2020-11-13,8.454084,Colorado,6439,2020-11-13
USA_Colorado_None2020-11-19,8.454084,Colorado,6107,2020-11-19
USA_Colorado_None2020-11-22,8.454084,Colorado,3921,2020-11-22
USA_Colorado_None2020-11-23,8.454084,Colorado,3689,2020-11-23
USA_Colorado_None2020-11-26,8.454084,Colorado,6053,2020-11-26
USA_Colorado_None2020-11-29,8.454084,Colorado,3489,2020-11-29
USA_Colorado_None2020-12-04,8.454084,Colorado,5013,2020-12-04
USA_Colorado_None2020-12-06,8.454084,Colorado,3234,2020-12-06
USA_Colorado_None2020-12-08,8.454084,Colorado,3971,2020-12-08
USA_Colorado_None2020-12-09,8.454084,Colorado,3757,2020-12-09
USA_Colorado_None2020-12-18,8.454084,Colorado,3693,2020-12-18
USA_Colorado_None2020-12-23,8.454084,Colorado,2948,2020-12-23
USA_Colorado_None2020-12-26,8.454084,Colorado,1430,2020-12-26
USA_Colorado_None2020-12-31,8.454084,Colorado,3238,2020-12-31
USA_Colorado_None2021-01-07,8.454084,Colorado,3473,2021-01-07
USA_Colorado_None2021-01-12,8.454084,Colorado,1511,2021-01-12
USA_Colorado_None2021-01-13,8.454084,Colorado,2438,2021-01-13
USA_Colorado_None2021-01-14,8.454084,Colorado,2403,2021-01-14
USA_Colorado_None2021-01-15,8.454084,Colorado,2281,2021-01-15
USA_Colorado_None2021-01-21,8.454084,Colorado,1983,2021-01-21
USA_Colorado_None2021-01-24,8.454084,Colorado,1319,2021-01-24
USA_Colorado_None2021-01-26,8.454084,Colorado,1120,2021-01-26
USA_Colorado_None2021-02-01,8.454084,Colorado,916,2021-02-01
USA_Colorado_None2021-02-03,8.454084,Colorado,1230,2021-02-03
USA_Colorado_None2021-02-05,8.454084,Colorado,1903,2021-02-05
USA_Colorado_None2021-02-08,8.454084,Colorado,946,2021-02-08
USA_Colorado_None2021-02-14,8.454084,Colorado,853,2021-02-14
USA_Colorado_None2021-02-15,8.454084,Colorado,533,2021-02-15
USA_Colorado_None2021-02-19,8.454084,Colorado,1280,2021-02-19
USA_Colorado_None2021-02-23,8.454084,Colorado,1096,2021-02-23
USA_Colorado_None2021-02-26,8.454084,Colorado,1521,2021-02-26
USA_Colorado_None2021-03-02,8.454084,Colorado,776,2021-03-02
USA_Colorado_None2021-03-05,8.454084,Colorado,1633,2021-03-05
USA_Colorado_None2021-03-07,8.454084,Colorado,850,2021-03-07
USA_Colorado_None2021-03-08,8.454084,Colorado,575,2021-03-08
USA_Colorado_None2021-03-11,8.454084,Colorado,955,2021-03-11
USA_Colorado_None2021-03-14,8.454084,Colorado,1215,2021-03-14
USA_Colorado_None2021-03-16,8.454084,Colorado,322,2021-03-16
USA_Colorado_None2021-03-18,8.454084,Colorado,1242,2021-03-18
USA_Colorado_None2021-03-20,8.454084,Colorado,1466,2021-03-20
USA_Colorado_None2021-03-26,8.454084,Colorado,1409,2021-03-26
USA_Colorado_None2021-03-27,8.454084,Colorado,1295,2021-03-27
USA_Colorado_None2021-03-29,8.454084,Colorado,807,2021-03-29
USA_Colorado_None2021-03-31,8.454084,Colorado,1763,2021-03-31
USA_Colorado_None2021-04-01,8.454084,Colorado,1604,2021-04-01
USA_Colorado_None2021-04-07,8.454084,Colorado,1914,2021-04-07
USA_Colorado_None2021-04-08,8.454084,Colorado,1885,2021-04-08
USA_Colorado_None2021-04-24,8.454084,Colorado,1917,2021-04-24
USA_Colorado_None2021-04-25,8.454084,Colorado,1567,2021-04-25
USA_Colorado_None2021-04-28,8.454084,Colorado,1137,2021-04-28
USA_Colorado_None2021-04-29,8.454084,Colorado,2789,2021-04-29
USA_Colorado_None2021-05-01,8.454084,Colorado,1838,2021-05-01
USA_Colorado_None2021-05-12,8.454084,Colorado,1213,2021-05-12
USA_Colorado_None2021-05-13,8.454084,Colorado,1846,2021-05-13
USA_Colorado_None2021-05-15,8.454084,Colorado,972,2021-05-15
USA_Colorado_None2021-05-19,8.454084,Colorado,1245,2021-05-19
USA_Colorado_None2021-05-24,8.454084,Colorado,457,2021-05-24
USA_Colorado_None2021-05-29,8.454084,Colorado,679,2021-05-29
USA_Colorado_None2021-05-31,8.454084,Colorado,285,2021-05-31
USA_Colorado_None2021-06-02,8.454084,Colorado,576,2021-06-02
USA_Colorado_None2021-06-04,8.454084,Colorado,767,2021-06-04
USA_Colorado_None2021-06-06,8.454084,Colorado,374,2021-06-06
USA_Colorado_None2021-06-07,8.454084,Colorado,317,2021-06-07
USA_Colorado_None2021-06-10,8.454084,Colorado,596,2021-06-10
USA_Colorado_None2021-06-12,8.454084,Colorado,604,2021-06-12
USA_Colorado_None2021-06-14,8.454084,Colorado,237,2021-06-14
USA_Colorado_None2021-06-16,8.454084,Colorado,464,2021-06-16
USA_Colorado_None2021-06-17,8.454084,Colorado,543,2021-06-17
USA_Colorado_None2021-06-19,8.454084,Colorado,396,2021-06-19
USA_Colorado_None2021-06-20,8.454084,Colorado,272,2021-06-20
USA_Colorado_None2021-06-21,8.454084,Colorado,222,2021-06-21
USA_Colorado_None2021-06-22,8.454084,Colorado,383,2021-06-22
USA_Colorado_None2021-06-23,8.454084,Colorado,504,2021-06-23
USA_Colorado_None2021-06-25,8.454084,Colorado,402,2021-06-25
USA_Colorado_None2021-06-26,8.454084,Colorado,571,2021-06-26
USA_Colorado_None2021-07-01,8.454084,Colorado,530,2021-07-01
USA_Colorado_None2021-07-02,8.454084,Colorado,499,2021-07-02
USA_Colorado_None2021-07-06,8.454084,Colorado,217,2021-07-06
USA_Colorado_None2021-07-09,8.454084,Colorado,1052,2021-07-09
USA_Colorado_None2021-07-10,8.454084,Colorado,489,2021-07-10
USA_Colorado_None2021-07-13,8.454084,Colorado,556,2021-07-13
USA_Colorado_None2021-07-22,8.454084,Colorado,759,2021-07-22
USA_Colorado_None2021-07-29,8.454084,Colorado,1053,2021-07-29
USA_Colorado_None2021-08-01,8.454084,Colorado,0,2021-08-01
USA_Colorado_None2021-08-03,8.454084,Colorado,991,2021-08-03
USA_Colorado_None2021-08-06,8.454084,Colorado,1082,2021-08-06
USA_Colorado_None2021-08-07,8.454084,Colorado,0,2021-08-07
USA_Colorado_None2021-08-10,8.454084,Colorado,890,2021-08-10
USA_Colorado_None2021-08-11,8.454084,Colorado,1210,2021-08-11
USA_Colorado_None2021-08-14,8.454084,Colorado,0,2021-08-14
USA_Colorado_None2021-08-15,8.454084,Colorado,0,2021-08-15
USA_Colorado_None2021-08-18,8.454084,Colorado,2023,2021-08-18
USA_Colorado_None2021-08-25,8.454084,Colorado,1720,2021-08-25
USA_Colorado_None2021-08-27,8.454084,Colorado,2080,2021-08-27
USA_Colorado_None2021-08-28,8.454084,Colorado,0,2021-08-28
USA_Colorado_None2021-08-31,8.454084,Colorado,2148,2021-08-31
USA_Colorado_None2021-09-01,8.454084,Colorado,2194,2021-09-01
USA_Colorado_None2021-09-02,8.454084,Colorado,2196,2021-09-02
USA_Colorado_None2021-09-06,8.454084,Colorado,5071,2021-09-06
USA_Colorado_None2021-09-12,8.454084,Colorado,0,2021-09-12
USA_Colorado_None2021-09-13,8.454084,Colorado,5492,2021-09-13
USA_Colorado_None2021-09-14,8.454084,Colorado,1980,2021-09-14
USA_Colorado_None2021-09-15,8.454084,Colorado,2059,2021-09-15
USA_Colorado_None2021-09-16,8.454084,Colorado,2186,2021-09-16
USA_Colorado_None2021-09-19,8.454084,Colorado,0,2021-09-19
USA_Colorado_None2021-09-21,8.454084,Colorado,1779,2021-09-21
USA_Colorado_None2021-09-23,8.454084,Colorado,2056,2021-09-23
USA_Colorado_None2021-09-29,8.454084,Colorado,1592,2021-09-29
USA_Colorado_None2021-10-01,8.454084,Colorado,2154,2021-10-01
USA_Colorado_None2021-10-10,8.454084,Colorado,0,2021-10-10
USA_Colorado_None2021-10-11,8.454084,Colorado,5884,2021-10-11
USA_Colorado_None2021-10-12,8.454084,Colorado,2000,2021-10-12
USA_Colorado_None2021-10-13,8.454084,Colorado,2461,2021-10-13
USA_Colorado_None2021-10-14,8.454084,Colorado,3179,2021-10-14
USA_Colorado_None2021-10-16,8.454084,Colorado,25,2021-10-16
USA_Colorado_None2021-10-17,8.454084,Colorado,0,2021-10-17
USA_Colorado_None2021-10-20,8.454084,Colorado,2252,2021-10-20
USA_Colorado_None2021-10-22,8.454084,Colorado,2846,2021-10-22
USA_Colorado_None2021-10-24,8.454084,Colorado,0,2021-10-24
USA_Colorado_None2021-10-26,8.454084,Colorado,2452,2021-10-26
USA_Colorado_None2021-10-28,8.454084,Colorado,3823,2021-10-28
USA_Colorado_None2021-10-30,8.454084,Colorado,0,2021-10-30
USA_Colorado_None2021-11-02,8.454084,Colorado,2396,2021-11-02
USA_Colorado_None2021-11-03,8.454084,Colorado,2747,2021-11-03
USA_Colorado_None2021-11-05,8.454084,Colorado,3308,2021-11-05
USA_Colorado_None2021-11-08,8.454084,Colorado,8193,2021-11-08
USA_Colorado_None2021-11-09,8.454084,Colorado,2415,2021-11-09
USA_Colorado_None2021-11-13,8.454084,Colorado,0,2021-11-13
USA_Colorado_None2021-11-16,8.454084,Colorado,3068,2021-11-16
USA_Colorado_None2021-11-17,8.454084,Colorado,3914,2021-11-17
USA_Colorado_None2021-11-18,8.454084,Colorado,4606,2021-11-18
USA_Colorado_None2021-11-19,8.454084,Colorado,3716,2021-11-19
USA_Colorado_None2021-11-22,8.454084,Colorado,7079,2021-11-22
USA_Colorado_None2021-11-23,8.454084,Colorado,2655,2021-11-23
USA_Colorado_None2021-11-24,8.454084,Colorado,2908,2021-11-24
USA_Colorado_None2021-11-25,8.454084,Colorado,3055,2021-11-25
USA_Colorado_None2021-11-26,8.454084,Colorado,1428,2021-11-26
USA_Colorado_None2021-12-02,8.454084,Colorado,3113,2021-12-02
USA_Colorado_None2021-12-03,8.454084,Colorado,2849,2021-12-03
USA_Colorado_None2021-12-04,8.454084,Colorado,0,2021-12-04
USA_Colorado_None2021-12-07,8.454084,Colorado,3041,2021-12-07
USA_Colorado_None2021-12-08,8.454084,Colorado,2377,2021-12-08
USA_Colorado_None2021-12-17,8.454084,Colorado,2438,2021-12-17
USA_Colorado_None2021-12-19,8.454084,Colorado,0,2021-12-19
USA_Colorado_None2021-12-20,8.454084,Colorado,3950,2021-12-20
USA_Colorado_None2021-12-21,8.454084,Colorado,3352,2021-12-21
USA_Colorado_None2021-12-27,8.454084,Colorado,10153,2021-12-27
USA_Colorado_None2022-01-06,8.454084,Colorado,7912,2022-01-06
USA_Colorado_None2022-01-08,8.454084,Colorado,0,2022-01-08
USA_Colorado_None2022-01-13,8.454084,Colorado,14379,2022-01-13
USA_Colorado_None2022-01-23,8.454084,Colorado,0,2022-01-23
USA_Colorado_None2022-01-28,8.454084,Colorado,7083,2022-01-28
USA_Colorado_None2022-02-01,8.454084,Colorado,3515,2022-02-01
USA_Colorado_None2022-02-03,8.454084,Colorado,5489,2022-02-03
USA_Colorado_None2022-02-07,8.454084,Colorado,6840,2022-02-07
USA_Colorado_None2022-02-11,8.454084,Colorado,2613,2022-02-11
USA_Colorado_None2022-02-14,8.454084,Colorado,4494,2022-02-14
USA_Colorado_None2022-02-20,8.454084,Colorado,0,2022-02-20
USA_Colorado_None2022-02-21,8.454084,Colorado,4012,2022-02-21
USA_Colorado_None2022-02-22,8.454084,Colorado,1061,2022-02-22
USA_Colorado_None2022-02-24,8.454084,Colorado,1427,2022-02-24
USA_Colorado_None2022-02-26,8.454084,Colorado,0,2022-02-26
USA_Colorado_None2022-02-27,8.454084,Colorado,0,2022-02-27
USA_Colorado_None2022-03-01,8.454084,Colorado,899,2022-03-01
USA_Colorado_None2022-03-03,8.454084,Colorado,723,2022-03-03
USA_Colorado_None2022-03-05,8.454084,Colorado,0,2022-03-05
USA_Colorado_None2022-03-09,8.454084,Colorado,1135,2022-03-09
USA_Colorado_None2022-03-15,8.454084,Colorado,1294,2022-03-15
USA_Colorado_None2022-03-16,8.454084,Colorado,1660,2022-03-16
USA_Colorado_None2022-03-20,8.454084,Colorado,0,2022-03-20
USA_Colorado_None2022-03-23,8.454084,Colorado,1332,2022-03-23
USA_Colorado_None2022-03-24,8.454084,Colorado,1223,2022-03-24
USA_Colorado_None2022-03-30,8.454084,Colorado,1454,2022-03-30
USA_Colorado_None2022-04-02,8.454084,Colorado,0,2022-04-02
USA_Colorado_None2022-04-03,8.454084,Colorado,0,2022-04-03
USA_Colorado_None2022-04-09,8.454084,Colorado,0,2022-04-09
USA_Colorado_None2022-04-13,8.454084,Colorado,1656,2022-04-13
USA_Colorado_None2022-04-15,8.454084,Colorado,1831,2022-04-15
USA_Colorado_None2022-04-18,8.454084,Colorado,2839,2022-04-18
USA_Colorado_None2022-04-22,8.454084,Colorado,1995,2022-04-22
USA_Colorado_None2022-04-29,8.454084,Colorado,933,2022-04-29
USA_Colorado_None2022-04-30,8.454084,Colorado,0,2022-04-30
USA_Colorado_None2022-05-04,8.454084,Colorado,919,2022-05-04
USA_Colorado_None2022-05-06,8.454084,Colorado,1125,2022-05-06
USA_Colorado_None2022-05-08,8.454084,Colorado,0,2022-05-08
USA_Colorado_None2022-05-09,8.454084,Colorado,3060,2022-05-09
USA_Colorado_None2022-05-10,8.454084,Colorado,1316,2022-05-10
USA_Colorado_None2022-05-12,8.454084,Colorado,10318,2022-05-12
USA_Colorado_None2022-05-13,8.454084,Colorado,1879,2022-05-13
USA_Colorado_None2022-05-14,8.454084,Colorado,0,2022-05-14
USA_Colorado_None2022-05-17,8.454084,Colorado,1331,2022-05-17
USA_Colorado_None2022-05-24,8.454084,Colorado,1760,2022-05-24
USA_Colorado_None2022-05-30,8.454084,Colorado,0,2022-05-30
USA_Colorado_None2022-06-05,8.454084,Colorado,0,2022-06-05
USA_Colorado_None2022-06-07,8.454084,Colorado,2562,2022-06-07
USA_Colorado_None2022-06-08,8.454084,Colorado,3043,2022-06-08
USA_Colorado_None2022-06-18,8.454084,Colorado,0,2022-06-18
USA_Colorado_None2020-02-13,8.410292,Colorado,0,2020-02-13
USA_Colorado_None2020-02-14,8.410292,Colorado,0,2020-02-14
USA_Colorado_None2020-02-15,8.410292,Colorado,0,2020-02-15
USA_Colorado_None2020-02-20,8.410292,Colorado,0,2020-02-20
USA_Colorado_None2020-02-21,8.410292,Colorado,0,2020-02-21
USA_Colorado_None2020-02-23,8.410292,Colorado,0,2020-02-23
USA_Colorado_None2020-02-26,8.410292,Colorado,0,2020-02-26
USA_Colorado_None2020-02-27,8.410292,Colorado,0,2020-02-27
USA_Colorado_None2020-03-02,8.410292,Colorado,0,2020-03-02
USA_Colorado_None2020-03-08,8.410292,Colorado,0,2020-03-08
USA_Colorado_None2020-03-10,8.410292,Colorado,5,2020-03-10
USA_Colorado_None2020-03-14,8.410292,Colorado,25,2020-03-14
USA_Colorado_None2020-03-15,8.410292,Colorado,33,2020-03-15
USA_Colorado_None2020-03-17,8.410292,Colorado,22,2020-03-17
USA_Colorado_None2020-03-22,8.410292,Colorado,120,2020-03-22
USA_Colorado_None2020-03-23,8.410292,Colorado,128,2020-03-23
USA_Colorado_None2020-03-24,8.410292,Colorado,189,2020-03-24
USA_Colorado_None2020-03-27,8.410292,Colorado,308,2020-03-27
USA_Colorado_None2020-03-29,8.410292,Colorado,247,2020-03-29
USA_Colorado_None2020-03-31,8.410292,Colorado,339,2020-03-31
USA_Colorado_None2020-04-01,8.410292,Colorado,376,2020-04-01
USA_Colorado_None2020-04-04,8.410292,Colorado,392,2020-04-04
USA_Colorado_None2020-04-10,8.410292,Colorado,311,2020-04-10
USA_Colorado_None2020-04-14,8.410292,Colorado,254,2020-04-14
USA_Colorado_None2020-04-16,8.410292,Colorado,395,2020-04-16
USA_Colorado_None2020-04-17,8.410292,Colorado,372,2020-04-17
USA_Colorado_None2020-04-18,8.410292,Colorado,393,2020-04-18
USA_Colorado_None2020-04-19,8.410292,Colorado,290,2020-04-19
USA_Colorado_None2020-04-21,8.410292,Colorado,361,2020-04-21
USA_Colorado_None2020-04-25,8.410292,Colorado,712,2020-04-25
USA_Colorado_None2020-04-26,8.410292,Colorado,473,2020-04-26
USA_Colorado_None2020-04-27,8.410292,Colorado,438,2020-04-27
USA_Colorado_None2020-04-28,8.410292,Colorado,437,2020-04-28
USA_Colorado_None2020-04-29,8.410292,Colorado,442,2020-04-29
USA_Colorado_None2020-05-08,8.410292,Colorado,457,2020-05-08
USA_Colorado_None2020-05-11,8.410292,Colorado,176,2020-05-11
USA_Colorado_None2020-05-12,8.410292,Colorado,278,2020-05-12
USA_Colorado_None2020-05-16,8.410292,Colorado,401,2020-05-16
USA_Colorado_None2020-05-20,8.410292,Colorado,315,2020-05-20
USA_Colorado_None2020-05-22,8.410292,Colorado,296,2020-05-22
USA_Colorado_None2020-05-25,8.410292,Colorado,95,2020-05-25
USA_Colorado_None2020-05-26,8.410292,Colorado,296,2020-05-26
USA_Colorado_None2020-05-28,8.410292,Colorado,354,2020-05-28
USA_Colorado_None2020-06-01,8.410292,Colorado,199,2020-06-01
USA_Colorado_None2020-06-06,8.410292,Colorado,233,2020-06-06
USA_Colorado_None2020-06-07,8.410292,Colorado,153,2020-06-07
USA_Colorado_None2020-06-10,8.410292,Colorado,152,2020-06-10
USA_Colorado_None2020-06-11,8.410292,Colorado,148,2020-06-11
USA_Colorado_None2020-06-12,8.410292,Colorado,175,2020-06-12
USA_Colorado_None2020-06-19,8.410292,Colorado,286,2020-06-19
USA_Colorado_None2020-06-21,8.410292,Colorado,191,2020-06-21
USA_Colorado_None2020-06-26,8.410292,Colorado,317,2020-06-26
USA_Colorado_None2020-06-27,8.410292,Colorado,226,2020-06-27
USA_Colorado_None2020-06-30,8.410292,Colorado,204,2020-06-30
USA_Colorado_None2020-07-01,8.410292,Colorado,314,2020-07-01
USA_Colorado_None2020-07-02,8.410292,Colorado,323,2020-07-02
USA_Colorado_None2020-07-08,8.410292,Colorado,452,2020-07-08
USA_Colorado_None2020-07-11,8.410292,Colorado,400,2020-07-11
USA_Colorado_None2020-07-16,8.410292,Colorado,571,2020-07-16
USA_Colorado_None2020-07-17,8.410292,Colorado,618,2020-07-17
USA_Colorado_None2020-07-23,8.410292,Colorado,615,2020-07-23
USA_Colorado_None2020-07-24,8.410292,Colorado,667,2020-07-24
USA_Colorado_None2020-07-28,8.410292,Colorado,749,2020-07-28
USA_Colorado_None2020-07-29,8.410292,Colorado,482,2020-07-29
USA_Colorado_None2020-08-01,8.410292,Colorado,458,2020-08-01
USA_Colorado_None2020-08-03,8.410292,Colorado,241,2020-08-03
USA_Colorado_None2020-08-04,8.410292,Colorado,426,2020-08-04
USA_Colorado_None2020-08-10,8.410292,Colorado,378,2020-08-10
USA_Colorado_None2020-08-11,8.410292,Colorado,403,2020-08-11
USA_Colorado_None2020-08-14,8.410292,Colorado,319,2020-08-14
USA_Colorado_None2020-08-17,8.410292,Colorado,194,2020-08-17
USA_Colorado_None2020-08-20,8.410292,Colorado,329,2020-08-20
USA_Colorado_None2020-08-21,8.410292,Colorado,0,2020-08-21
USA_Colorado_None2020-08-22,8.410292,Colorado,653,2020-08-22
USA_Colorado_None2020-08-26,8.410292,Colorado,193,2020-08-26
USA_Colorado_None2020-09-01,8.410292,Colorado,351,2020-09-01
USA_Colorado_None2020-09-10,8.410292,Colorado,264,2020-09-10
USA_Colorado_None2020-09-12,8.410292,Colorado,414,2020-09-12
USA_Colorado_None2020-09-13,8.410292,Colorado,417,2020-09-13
USA_Colorado_None2020-09-15,8.410292,Colorado,412,2020-09-15
USA_Colorado_None2020-09-19,8.410292,Colorado,606,2020-09-19
USA_Colorado_None2020-09-23,8.410292,Colorado,616,2020-09-23
USA_Colorado_None2020-09-27,8.410292,Colorado,569,2020-09-27
USA_Colorado_None2020-09-30,8.410292,Colorado,511,2020-09-30
USA_Colorado_None2020-10-05,8.410292,Colorado,461,2020-10-05
USA_Colorado_None2020-10-06,8.410292,Colorado,654,2020-10-06
USA_Colorado_None2020-10-07,8.410292,Colorado,731,2020-10-07
USA_Colorado_None2020-10-12,8.410292,Colorado,576,2020-10-12
USA_Colorado_None2020-10-13,8.410292,Colorado,1048,2020-10-13
USA_Colorado_None2020-10-14,8.410292,Colorado,692,2020-10-14
USA_Colorado_None2020-10-15,8.410292,Colorado,1141,2020-10-15
USA_Colorado_None2020-10-21,8.410292,Colorado,1267,2020-10-21
USA_Colorado_None2020-10-26,8.410292,Colorado,2211,2020-10-26
USA_Colorado_None2020-10-27,8.410292,Colorado,1433,2020-10-27
USA_Colorado_None2020-10-29,8.410292,Colorado,1806,2020-10-29
USA_Colorado_None2020-10-30,8.410292,Colorado,2412,2020-10-30
USA_Colorado_None2020-11-03,8.410292,Colorado,2562,2020-11-03
USA_Colorado_None2020-11-04,8.410292,Colorado,2928,2020-11-04
USA_Colorado_None2020-11-08,8.410292,Colorado,3017,2020-11-08
USA_Colorado_None2020-11-14,8.410292,Colorado,5196,2020-11-14
USA_Colorado_None2020-11-15,8.410292,Colorado,4183,2020-11-15
USA_Colorado_None2020-11-20,8.410292,Colorado,5765,2020-11-20
USA_Colorado_None2020-11-24,8.410292,Colorado,4150,2020-11-24
USA_Colorado_None2020-11-25,8.410292,Colorado,4191,2020-11-25
USA_Colorado_None2020-11-27,8.410292,Colorado,4270,2020-11-27
USA_Colorado_None2020-11-30,8.410292,Colorado,4133,2020-11-30
USA_Colorado_None2020-12-01,8.410292,Colorado,4405,2020-12-01
USA_Colorado_None2020-12-07,8.410292,Colorado,4037,2020-12-07
USA_Colorado_None2020-12-10,8.410292,Colorado,4649,2020-12-10
USA_Colorado_None2020-12-11,8.410292,Colorado,4678,2020-12-11
USA_Colorado_None2020-12-14,8.410292,Colorado,2911,2020-12-14
USA_Colorado_None2020-12-15,8.410292,Colorado,2278,2020-12-15
USA_Colorado_None2020-12-20,8.410292,Colorado,2292,2020-12-20
USA_Colorado_None2020-12-22,8.410292,Colorado,2516,2020-12-22
USA_Colorado_None2020-12-25,8.410292,Colorado,2659,2020-12-25
USA_Colorado_None2020-12-28,8.410292,Colorado,1650,2020-12-28
USA_Colorado_None2020-12-29,8.410292,Colorado,1740,2020-12-29
